CIG,OGGETTO,AMMINISTRAZIONE APPALTANTE,RUP,DATA PUBBLICAZIONE,DATA AGGIUDICAZIONE,VALORE A BASE D’ASTA,VALORE AGGIUDICAZIONE,TIPOLOGIA CONTRATTO,LOCALIZZAZIONE
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5C6A9B48E&next=dettaglio_cig"" target=""_blank"">B5C6A9B48E</a></span>",SERVIZIO TRASPORTO ROTABILI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00292210630&next=dettaglio_sa"" target=""_blank"">ENTE AUTONOMO VOLTURNO SRL</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5C6A9B48E&next=dettaglio_rup"" target=""_blank"">MICHELE ROMANO</a></span>",2025-02-25,2025-02-24,6500.0,6500.0,SERVIZI,Napoli
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B62D20360C&next=dettaglio_cig"" target=""_blank"">B62D20360C</a></span>","FORNITURA HARDWARE FIREWALL COMPRENSIVO DI LICENZE, MIGRAZIONE E CONFIGURAZIONE","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=03546590104&next=dettaglio_sa"" target=""_blank"">GENOVA PARCHEGGI - SOCIETA' PER AZIONI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B62D20360C&next=dettaglio_rup"" target=""_blank"">CLAUDIO GAVAZZI</a></span>",2025-03-25,2025-03-24,9130.0,9130.0,FORNITURE,Genova
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64E849B84&next=dettaglio_cig"" target=""_blank"">B64E849B84</a></span>",LOTTO 626 - METILPREDNISOLONE SOL INIET POLV SOLV 125MG/2ML ARIA_2024_008.3,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=04114450168&next=dettaglio_sa"" target=""_blank"">AZIENDA SOCIO SANITARIA TERRITORIALE DI BERGAMO OVEST</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64E849B84&next=dettaglio_rup"" target=""_blank"">ELISABETTA MOMBRINI</a></span>",2025-04-01,2025-02-24,290.0,290.0,FORNITURE,Bergamo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B94B3DC907&next=dettaglio_cig"" target=""_blank"">B94B3DC907</a></span>",SERVIZIO DI NOTIFICA AVVISI DI ACCERTAMENTO IMU 2020,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80000980625&next=dettaglio_sa"" target=""_blank"">COMUNE DI MONTESARCHIO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B94B3DC907&next=dettaglio_rup"" target=""_blank"">FRANCESCA IADANZA</a></span>",2025-11-27,,15500.0,,SERVIZI,Benevento
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64E9B68BA&next=dettaglio_cig"" target=""_blank"">B64E9B68BA</a></span>",ADESIONE DISPOSITIVI APPARATO UROGENITALE E URETERALI ARIA_2022_045 LOTTO 27 SONDE COUVELAIRE IN MATERIALE IDROFILICO A 3 VIE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=04114380167&next=dettaglio_sa"" target=""_blank"">AZIENDA SOCIO SANITARIA TERRITORIALE DI BERGAMO EST</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64E9B68BA&next=dettaglio_rup"" target=""_blank"">FELICE PETRELLA</a></span>",2025-04-01,2025-03-31,4500.0,4500.0,FORNITURE,Bergamo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64EB127E8&next=dettaglio_cig"" target=""_blank"">B64EB127E8</a></span>",CONTRASTO ALLA XYLELLA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80010830737&next=dettaglio_sa"" target=""_blank"">COMUNE DI PALAGIANELLO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64EB127E8&next=dettaglio_rup"" target=""_blank"">ORAZIO MILANO</a></span>",2025-04-02,2025-04-01,22725.47,22725.47,SERVIZI,Taranto
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64CC32D50&next=dettaglio_cig"" target=""_blank"">B64CC32D50</a></span>",BANDO PNRR 1.4.4. ATTIVITÀ DI ADESIONE AI SERVIZI RESI DISPONIBILI DALL'ANPR PER L'UTILIZZO DELL'ARCHIVIO NAZIONALE INFORMATIZZATO DEI REGISTRI DELLO STATO CIVILE (ANSC) E ACQUISTO CERTIFICATI DI FIRMA DIGITALE REMOTA OTP PER IL COMUNE DI CESENA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=90070700407&next=dettaglio_sa"" target=""_blank"">UNIONE DEI COMUNI VALLE DEL SAVIO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B64CC32D50&next=dettaglio_rup"" target=""_blank"">ALESSANDRO FRANCIONI</a></span>",2025-04-02,2025-04-08,9935.0,9935.0,SERVIZI,Forli-Cesena
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86CA698CE&next=dettaglio_cig"" target=""_blank"">B86CA698CE</a></span>",ORDINATIVO PER FARMACI 2025_3 TRANCHE_ LOTTO 48_ISTITUTO GENTILI SRL,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=06019571006&next=dettaglio_sa"" target=""_blank"">AZIENDA OSPEDALIERO-UNIVERSITARIA SANT'ANDREA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86CA698CE&next=dettaglio_rup"" target=""_blank"">MARIA TERESA LUPO</a></span>",2025-09-29,2025-09-29,786.9,786.9,FORNITURE,Roma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86950CF62&next=dettaglio_cig"" target=""_blank"">B86950CF62</a></span>",ACQUISTO CLOUD C.O.C.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00508900636&next=dettaglio_sa"" target=""_blank"">COMUNE DI POZZUOLI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86950CF62&next=dettaglio_rup"" target=""_blank"">GIULIO DI CRISCIO</a></span>",2025-10-03,2025-09-30,36600.0,36600.0,SERVIZI,Napoli
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B975D152B1&next=dettaglio_cig"" target=""_blank"">B975D152B1</a></span>",DISPOSITIVO MULTIMEDIALE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=97915880583&next=dettaglio_sa"" target=""_blank"">COMANDO UNITA' FORESTALI AMBIENTALI E AGROALIMENTARI CARABINIERI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B975D152B1&next=dettaglio_rup"" target=""_blank"">GAETANO VALLETTA</a></span>",2025-12-05,,2878.24,,FORNITURE,Roma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6520FE754&next=dettaglio_cig"" target=""_blank"">B6520FE754</a></span>",LOTTO 62 87-2024,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02419170044&next=dettaglio_sa"" target=""_blank"">AZ. SANITARIA LOC. CN2 ALBA-BRA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6520FE754&next=dettaglio_rup"" target=""_blank"">MARIA RAITERI</a></span>",2025-04-02,2025-04-01,16650.0,16650.0,FORNITURE,Cuneo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86CF1649B&next=dettaglio_cig"" target=""_blank"">B86CF1649B</a></span>",AFFIDAMENTO INCARICO LEGALE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02352560797&next=dettaglio_sa"" target=""_blank"">AGENZIA REGIONALE PER LA PROTEZIONE DELL'AMBIENTE DELLA CALABRIA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86CF1649B&next=dettaglio_rup"" target=""_blank"">SABRINA SURACI</a></span>",2025-09-29,,6442.85,,SERVIZI,Catanzaro
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B794FC48F2&next=dettaglio_cig"" target=""_blank"">B794FC48F2</a></span>",INCARICO PFTE RIQUALIFICAZIONE CENTRO SPORTIVO IN VIA DAMIANO CHIESA 14,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00313890162&next=dettaglio_sa"" target=""_blank"">COMUNE DI BERBENNO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B794FC48F2&next=dettaglio_rup"" target=""_blank"">MARZIO CASSI</a></span>",2025-07-10,2025-07-10,11000.0,11000.0,SERVIZI,Bergamo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B67D8FD1FF&next=dettaglio_cig"" target=""_blank"">B67D8FD1FF</a></span>",DOSAGGIO BIOMARCATORI IN FLUIDI BIOLOGICI - MED,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=12621570154&next=dettaglio_sa"" target=""_blank"">UNIVERSITA' DEGLI STUDI DI MILANO - BICOCCA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B67D8FD1FF&next=dettaglio_rup"" target=""_blank"">ANTONIO PONTECORVO</a></span>",2025-04-15,2025-04-14,39828.0,39828.0,FORNITURE,Monza e della Brianza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B510513514&next=dettaglio_cig"" target=""_blank"">B510513514</a></span>",AFFIDAMENTO DEL SERVIZIO DI PULIZIA DELLA SEDE COMUNITARIA. PRIMO SEMESTRE 2025,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=92002450143&next=dettaglio_sa"" target=""_blank"">COMUNITA' MONTANA ALTA VALTELLINA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B510513514&next=dettaglio_rup"" target=""_blank"">SILVIO BARONI</a></span>",2025-01-02,2024-12-30,23999.0,23999.0,SERVIZI,Sondrio
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B732FCFDA8&next=dettaglio_cig"" target=""_blank"">B732FCFDA8</a></span>","REAGENTI PER EMOGASANALIZZATORE MOD. ABL825GL IN AMBITO DEL PROGETTO PNRR - EU FUNDING WITHIN THE NEXTGENERATIONEU-MUR M4C2.I.1.3 PNRR EXTENDED PARTNERSHIP INITIATIVE ON EMERGINGINFECTIOUS DISEASES (PE00000007, INF-ACT) ONE HEALTH BASIC AND TRANSLATIONAL RESEARCHACTIONS ADDRESSING UNMET NEEDS ON EMERGING INFECTIOUS DISEASES THROUGH THE INF-ACT CASCADE OPEN CALL 2023 (COC-1- 2023-ISS-01) - SIS NET - CUP I83C22001810007 - CODSOG_001113 - MED","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=12621570154&next=dettaglio_sa"" target=""_blank"">UNIVERSITA' DEGLI STUDI DI MILANO - BICOCCA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B732FCFDA8&next=dettaglio_rup"" target=""_blank"">ERMENEGILDA BOCCAROSSA</a></span>",2025-06-10,2025-06-09,9836.0,9836.0,FORNITURE,Monza e della Brianza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B67F7D12AE&next=dettaglio_cig"" target=""_blank"">B67F7D12AE</a></span>",ARREDI SALA CONSILIARE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=81001130855&next=dettaglio_sa"" target=""_blank"">COMUNE DI MUSSOMELI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B67F7D12AE&next=dettaglio_rup"" target=""_blank"">CARMELO ALBA</a></span>",2025-04-16,2025-04-14,31140.0,31140.0,FORNITURE,Caltanissetta
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B686730AB1&next=dettaglio_cig"" target=""_blank"">B686730AB1</a></span>",VIAGGIO D'ISTRUZIONE A NAPOLI 22/23 MAGGIO 2025 ,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=94006190782&next=dettaglio_sa"" target=""_blank"">ISTITUTO COMPRENSIVO ERNEST KOLIQI FRASCINETO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B686730AB1&next=dettaglio_rup"" target=""_blank"">GIANFRANCO MALETTA</a></span>",2025-04-17,2025-04-16,14178.0,14178.0,SERVIZI,Cosenza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B68867DF39&next=dettaglio_cig"" target=""_blank"">B68867DF39</a></span>",AFFIDAMENTO SERVIZIO DI GESTIONE SOFTWARE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=85003030583&next=dettaglio_sa"" target=""_blank"">COMUNE DI CAPRANICA PRENESTINA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B68867DF39&next=dettaglio_rup"" target=""_blank"">MICAELA MICHELI</a></span>",2025-04-17,2025-04-23,21312.18,21312.18,SERVIZI,Roma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8881E5559&next=dettaglio_cig"" target=""_blank"">B8881E5559</a></span>",FORNITURA PNEUMATICI MEZZI COMMERCIALI IN AQ 371 LOTTO 2,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=96404830588&next=dettaglio_sa"" target=""_blank"">DIREZIONE DI INTENDENZA DEL COMANDO LOGISTICO DELL'ESERCITO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8881E5559&next=dettaglio_rup"" target=""_blank"">FRANCESCO POLICASTRO</a></span>",2025-10-07,,19626.3,,FORNITURE,Novara
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5FF5042D9&next=dettaglio_cig"" target=""_blank"">B5FF5042D9</a></span>",FARMACI 2024_SETTIMA TRANCHE_ LOTTO 331_ THERAMEX ITALY S.R.L.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=04743741003&next=dettaglio_sa"" target=""_blank"">ASL ROMA 4</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5FF5042D9&next=dettaglio_rup"" target=""_blank"">RITA PELO</a></span>",2025-03-11,2025-03-11,1227.6,1227.6,FORNITURE,Roma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=A06A1C8E7B&next=dettaglio_cig"" target=""_blank"">A06A1C8E7B</a></span>",CONVENZIONE NECA - RINNOVO FARMACI ARIA - JANSSEN-CILAG- ARIA_2021_025.3R - LOTTO: 2222,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=04114370168&next=dettaglio_sa"" target=""_blank"">ASST PAPA GIOVANNI XXIII</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=A06A1C8E7B&next=dettaglio_rup"" target=""_blank"">EMANUELA LEZZI</a></span>",2025-04-18,,32768.16,,FORNITURE,Bergamo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B692C69B88&next=dettaglio_cig"" target=""_blank"">B692C69B88</a></span>",SERVIZIO VITTO E ALLOGGIO DAL 22 AL 26 MAGGIO 2025,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=92081130806&next=dettaglio_sa"" target=""_blank"">ISTITUTO COMPRENSIVO NOSSIDE PYTHAGORAS-MOSCATO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B692C69B88&next=dettaglio_rup"" target=""_blank"">ANTONINO GIUSEPPE UBALDINI</a></span>",2025-04-22,2025-04-18,10000.0,10000.0,SERVIZI,Reggio Calabria
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6C414584C&next=dettaglio_cig"" target=""_blank"">B6C414584C</a></span>",DPIA - AGGIORNAMENTO SOFTWARE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80014550307&next=dettaglio_sa"" target=""_blank"">UNIVERSITA' DEGLI STUDI DI UDINE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6C414584C&next=dettaglio_rup"" target=""_blank"">ALESSANDRO GASPARETTO</a></span>",2025-05-09,2025-05-08,5382.0,5382.0,SERVIZI,Udine
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B83E56EED5&next=dettaglio_cig"" target=""_blank"">B83E56EED5</a></span>",PNRR - MISSIONE 1 - COMPONENTE 1 - INVESTIMENTO DATI E INTEROPERABILITÀ - MISURA 1.3.1 PIATTAFORMA DIGITALE NAZIONALE DATI ARCHIVIO NAZIONALE DEI NUMERI CIVICI DELLE STRADE URBANE (ANNCSU) COMUNI (MAGGIO 2025)_CUP. H51J25001930006,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=81002090926&next=dettaglio_sa"" target=""_blank"">COMUNE DI GIBA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B83E56EED5&next=dettaglio_rup"" target=""_blank"">CRISTINA MATTA</a></span>",2025-10-09,2025-09-15,13860.0,13860.0,SERVIZI,
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8003C6122&next=dettaglio_cig"" target=""_blank"">B8003C6122</a></span>",MEDROL 4 MG 30 CPR DIV. BLS,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00679270553&next=dettaglio_sa"" target=""_blank"">AZIENDA OSPEDALIERA SANTA MARIA TERNI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8003C6122&next=dettaglio_rup"" target=""_blank"">CINZIA ANGIONE</a></span>",2025-08-20,2025-08-20,210.0,210.0,FORNITURE,Terni
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B517825A95&next=dettaglio_cig"" target=""_blank"">B517825A95</a></span>",ACQUISTO TITOLI DI VIAGGIO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80213330584&next=dettaglio_sa"" target=""_blank"">MINISTERO DEGLI AFFARI ESTERI E COOPERAZIONE INTERNAZIONALE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B517825A95&next=dettaglio_rup"" target=""_blank"">FABIO FINOTTI</a></span>",2025-05-09,2025-01-03,25000.0,25000.0,SERVIZI,
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B633D7725F&next=dettaglio_cig"" target=""_blank"">B633D7725F</a></span>",GESTIONE INTEGRATA DEL PROCEDIMENTO SANZIONATORIO PER LE VIOLAZIONI AL CODICE DELLA STRADA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=87000370822&next=dettaglio_sa"" target=""_blank"">COMUNE DI TERMINI IMERESE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B633D7725F&next=dettaglio_rup"" target=""_blank"">RICCARDO MANTIA</a></span>",2025-03-26,2025-03-25,14000.0,14000.0,SERVIZI,Palermo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B59257A27A&next=dettaglio_cig"" target=""_blank"">B59257A27A</a></span>",VIAGGIO D'ISTRUZIONE A SALISBURGO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=90057730104&next=dettaglio_sa"" target=""_blank"">ISTITUTO COMPRENSIVO DI COGORNO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B59257A27A&next=dettaglio_rup"" target=""_blank"">BIAGIO FERRO</a></span>",2025-02-11,2025-02-10,15715.0,15715.0,SERVIZI,Genova
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6D1002365&next=dettaglio_cig"" target=""_blank"">B6D1002365</a></span>",TROCAR VERSA ONE BLADELESS CANNULA ZIGRINATA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=11632570013&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA LOCALE CITTA' DI TORINO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6D1002365&next=dettaglio_rup"" target=""_blank"">ALESSANDRA COMOGLIO</a></span>",2025-05-12,2025-05-12,4104.0,4104.0,FORNITURE,Torino
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6D28C95CD&next=dettaglio_cig"" target=""_blank"">B6D28C95CD</a></span>",ATTIVITÀ DI RICERCA PERDITA IDRICA E SUCCESSIVA RIPARAZIONE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=93430140728&next=dettaglio_sa"" target=""_blank"">DIR.REG.DEI VIGILI DEL FUOCO DEL SOCCORSO PUBBLICO E DELLA DIFESA CIVILE DELLA PUGLIA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6D28C95CD&next=dettaglio_rup"" target=""_blank"">SABINO D'ALESSANDRO</a></span>",2025-05-13,2025-05-12,7155.86,7155.86,SERVIZI,Bari
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6CF069025&next=dettaglio_cig"" target=""_blank"">B6CF069025</a></span>",SAFINAMIDE 50MG 30CPR RIV ,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=91001750073&next=dettaglio_sa"" target=""_blank"">AZIENDA USL VALLE D'AOSTA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6CF069025&next=dettaglio_rup"" target=""_blank"">ANDREA FADDA</a></span>",2025-05-13,2025-05-12,20133.28,20133.28,FORNITURE,Valle d'Aosta/Vall?e d'Aoste
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6D62C4E9F&next=dettaglio_cig"" target=""_blank"">B6D62C4E9F</a></span>",ENERGIA ELETTRICA PER EX CASERMETTA DI COL DEL GNELA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00207780255&next=dettaglio_sa"" target=""_blank"">COMUNE DI ARSIE'</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6D62C4E9F&next=dettaglio_rup"" target=""_blank"">ROBERTO SMANIOTTO</a></span>",2025-05-13,2025-05-14,1000.0,1000.0,FORNITURE,Belluno
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=A06A8D60DB&next=dettaglio_cig"" target=""_blank"">A06A8D60DB</a></span>",RINNOVO ADESIONE DELL'AQ DELLA ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA PER VENTILOTERAPIA - LOTTO 9 FERRERO MED,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02613080189&next=dettaglio_sa"" target=""_blank"">AZIENDA SOCIO SANITARIA TERRITORIALE (ASST) DI PAVIA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=A06A8D60DB&next=dettaglio_rup"" target=""_blank"">LUCIA LION</a></span>",2025-04-24,,50.0,,SERVIZI,Pavia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7E7DF3FAD&next=dettaglio_cig"" target=""_blank"">B7E7DF3FAD</a></span>","FORNITURA DI GAS NATURALE EDIFICI COMUNALI IN ADESIONE A CONVENZINE CONSIP GAS NATURALE 16 - LOTTO 1 VALLE D'AOSTA, PIEMONTE, LIGURIA","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00398040048&next=dettaglio_sa"" target=""_blank"">COMUNE DI BARGE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7E7DF3FAD&next=dettaglio_rup"" target=""_blank"">MASSIMO MAURINO</a></span>",2025-08-06,2025-08-06,0.0,0.0,FORNITURE,Cuneo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7D6378377&next=dettaglio_cig"" target=""_blank"">B7D6378377</a></span>",FORNITURA GAS EDIFICI COMUNALI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00459960126&next=dettaglio_sa"" target=""_blank"">COMUNE DI BARASSO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7D6378377&next=dettaglio_rup"" target=""_blank"">MARIA CHIARA BONETTI</a></span>",2025-07-30,2025-07-30,0.0,0.0,SERVIZI,Varese
